target_period,target_date,actual_main_numbers,actual_second_zone,predicted_main_numbers,predicted_second_zone,overlap_numbers,top1_main_hits,top1_second_hit,best_of_6_main_hits,any_of_6_second_hit,best_of_6_total_hits,predicted_odd_even,actual_odd_even,predicted_low_high,actual_low_high,predicted_sum,actual_sum,predicted_spread,actual_spread,predicted_max_run,actual_max_run,top1_score,top_signals,failure_tags
115000010,2026/02/02,01 12 14 15 27 29,05,14 15 20 24 25 32,06,14 15,2,0,2,1,2,2-4,4-2,2-4,4-2,130,98,18,28,2,2,0.0,,"second_miss,odd_even_bias,low_high_bias,sum_gap_large,spread_gap_large"
115000011,2026/02/05,07 22 28 34 36 37,07,03 04 07 10 27 29,03,07,1,0,2,1,3,4-2,2-4,4-2,1-5,80,164,26,30,2,2,0.0,,"main_one_hit,second_miss,odd_even_bias,low_high_bias,sum_gap_large"
115000012,2026/02/09,13 14 16 33 34 37,02,13 21 25 33 35 38,06,13 33,2,0,2,0,2,5-1,3-3,1-5,3-3,165,147,25,24,1,2,0.0,,"second_miss,run_pattern_mismatch,odd_even_bias,low_high_bias"
115000013,2026/02/12,06 10 22 25 32 35,03,02 08 15 17 19 26,06,,0,0,1,0,1,3-3,2-4,5-1,2-4,87,130,24,29,1,1,0.0,,"main_zero_hit,second_miss,low_high_bias,sum_gap_large"
115000014,2026/02/16,02 06 19 33 36 38,03,01 04 08 20 23 26,08,,0,0,2,0,2,2-4,2-4,3-3,3-3,82,134,25,36,1,1,0.0,,"main_zero_hit,second_miss,sum_gap_large,spread_gap_large"
115000015,2026/02/19,02 03 06 12 23 27,04,03 07 13 22 33 36,08,03,1,0,2,0,2,4-2,3-3,3-3,4-2,114,73,33,25,1,2,0.0,,"main_one_hit,second_miss,run_pattern_mismatch,sum_gap_large"
115000016,2026/02/23,04 10 13 24 31 35,02,01 04 18 27 35 37,06,04 35,2,0,2,1,2,4-2,3-3,3-3,3-3,122,117,36,31,1,1,0.0,,second_miss
115000017,2026/02/26,03 19 27 30 37 38,02,01 10 11 16 24 32,07,,0,0,2,1,2,2-4,4-2,4-2,2-4,94,154,31,35,2,2,0.0,,"main_zero_hit,second_miss,odd_even_bias,low_high_bias,sum_gap_large"
115000018,2026/03/02,07 09 11 23 25 29,05,01 05 13 20 27 37,06,,0,0,2,1,2,5-1,6-0,3-3,3-3,103,104,36,22,1,1,0.0,,"main_zero_hit,second_miss,spread_gap_large"
115000019,2026/03/05,07 11 14 32 36 38,02,11 16 17 21 25 34,02,11,1,1,2,1,3,4-2,2-4,3-3,3-3,124,138,23,31,2,1,0.0,,"main_one_hit,second_hit,run_pattern_mismatch,odd_even_bias"
115000020,2026/03/09,01 11 14 17 29 32,08,01 02 10 20 31 34,07,01,1,0,1,1,2,2-4,4-2,3-3,4-2,98,104,33,31,2,1,0.0,,"main_one_hit,second_miss,run_pattern_mismatch,odd_even_bias"
115000021,2026/03/12,04 09 15 25 27 31,08,05 17 20 28 31 35,01,31,1,0,3,0,3,4-2,5-1,2-4,3-3,136,111,30,27,1,1,0.0,,"main_one_hit,second_miss,sum_gap_large"
115000022,2026/03/16,14 26 28 31 32 34,01,06 14 15 17 26 36,07,14 26,2,0,2,0,2,2-4,1-5,4-2,1-5,114,165,30,20,2,2,0.0,,"second_miss,low_high_bias,sum_gap_large,spread_gap_large"
115000023,2026/03/19,09 13 14 18 31 34,01,04 10 12 15 26 34,05,34,1,0,2,1,3,1-5,3-3,4-2,4-2,101,119,30,25,1,2,0.0,,"main_one_hit,second_miss,run_pattern_mismatch,odd_even_bias"
115000024,2026/03/23,01 09 18 28 33 38,05,04 20 22 24 30 31,01,,0,0,1,0,1,1-5,3-3,1-5,3-3,131,127,27,37,2,2,0.0,,"main_zero_hit,second_miss,odd_even_bias,low_high_bias,spread_gap_large"
115000025,2026/03/26,13 14 22 28 35 38,05,07 12 13 17 20 30,07,13,1,0,3,1,3,3-3,2-4,4-2,2-4,99,150,23,25,2,2,0.0,,"main_one_hit,second_miss,low_high_bias,sum_gap_large"
115000026,2026/03/30,02 13 21 22 29 34,01,08 14 21 32 33 38,08,21,1,0,2,1,2,2-4,3-3,2-4,2-4,146,121,30,32,2,2,0.0,,"main_one_hit,second_miss,sum_gap_large"
